gene,gene_id,chromosome,gene_length,is_multi_disease,num_diseases,diseases,max_score,mean_score,weighted_score,top_disease,shared_snp_count,total_snp_count,AD_score,AD_score_raw,AD_snps,T2D_score,T2D_score_raw,T2D_snps
SBNO1,,12,10000,False,1,T2D,0.55746,0.55746,0.55746,T2D,0,1,0,0,0,0.55746,0.55746,1
SBNO2,,19,10000,False,1,AD,0.608241,0.608241,0.608241,AD,0,1,0.608241,0.608241,1,0,0,0
SCAP,,3,10000,False,1,T2D,0.65201,0.65201,0.65201,T2D,0,1,0,0,0,0.65201,0.65201,1
SCD5,,4,10000,False,1,T2D,0.577752,0.577752,0.577752,T2D,0,6,0,0,0,0.577752,0.577752,6
SCIMP,,17,10000,False,1,AD,0.665699,0.665699,0.665699,AD,0,7,0.665699,0.665699,7,0,0,0
SCRT1,,8,10000,False,1,T2D,0.652143,0.652143,0.652143,T2D,0,5,0,0,0,0.652143,0.652143,5
SCT,,11,10000,False,1,T2D,0.755598,0.755598,0.755598,T2D,0,1,0,0,0,0.755598,0.755598,1
SCXA,,8,10000,False,1,T2D,0.503,0.503,0.503,T2D,0,1,0,0,0,0.503,0.503,1
SCXB,,8,10000,False,1,T2D,0.496993,0.496993,0.496993,T2D,0,1,0,0,0,0.496993,0.496993,1
SCYL1,,11,10000,False,1,T2D,0.491789,0.491789,0.491789,T2D,0,1,0,0,0,0.491789,0.491789,1
SDCCAG3,,9,10000,False,1,T2D,0.617646,0.617646,0.617646,T2D,0,48,0,0,0,0.617646,0.617646,48
SEC16A,,9,10000,False,1,T2D,0.61526,0.61526,0.61526,T2D,0,41,0,0,0,0.61526,0.61526,41
SEC16B,,1,10000,False,1,T2D,0.66244,0.66244,0.66244,T2D,0,11,0,0,0,0.66244,0.66244,11
SEC63,,6,10000,False,1,T2D,0.610076,0.610076,0.610076,T2D,0,1,0,0,0,0.610076,0.610076,1
SENP1,,12,10000,False,1,T2D,0.504015,0.504015,0.504015,T2D,0,2,0,0,0,0.504015,0.504015,2
SENP3,,17,10000,False,1,T2D,0.643953,0.643953,0.643953,T2D,0,5,0,0,0,0.643953,0.643953,5
SENP6,,6,10000,False,1,T2D,0.48093,0.48093,0.48093,T2D,0,2,0,0,0,0.48093,0.48093,2
SETDB1,,1,10000,False,1,T2D,0.576791,0.576791,0.576791,T2D,0,1,0,0,0,0.576791,0.576791,1
SF3B1,,2,10000,False,1,T2D,0.517867,0.517867,0.517867,T2D,0,6,0,0,0,0.517867,0.517867,6
SFTA2,,6,10000,False,1,T2D,0.603344,0.603344,0.603344,T2D,0,1,0,0,0,0.603344,0.603344,1
SGK2,,20,10000,False,1,T2D,0.622261,0.622261,0.622261,T2D,0,1,0,0,0,0.622261,0.622261,1
SGK223,,8,10000,False,1,T2D,0.505545,0.505545,0.505545,T2D,0,1,0,0,0,0.505545,0.505545,1
SH2B2,,7,10000,False,1,T2D,0.688365,0.688365,0.688365,T2D,0,2,0,0,0,0.688365,0.688365,2
SH2B3,,12,10000,False,1,T2D,0.650731,0.650731,0.650731,T2D,0,1,0,0,0,0.650731,0.650731,1
SH2D4B,,10,10000,False,1,AD,0.64598,0.64598,0.64598,AD,0,1,0.64598,0.64598,1,0,0,0
SHARPIN,,8,10000,False,1,AD,0.743574,0.743574,0.743574,AD,0,2,0.743574,0.743574,2,0,0,0
SHC2,,19,10000,False,1,AD,0.575175,0.575175,0.575175,AD,0,1,0.575175,0.575175,1,0,0,0
SHOC2,,10,10000,False,1,T2D,0.649186,0.649186,0.649186,T2D,0,1,0,0,0,0.649186,0.649186,1
SIDT1,,3,10000,False,1,T2D,0.489315,0.489315,0.489315,T2D,0,1,0,0,0,0.489315,0.489315,1
SIGLECL1,,19,10000,False,1,AD,0.5511,0.5511,0.5511,AD,0,1,0.5511,0.5511,1,0,0,0
SIN3A,,15,10000,False,1,T2D,0.672989,0.672989,0.672989,T2D,0,8,0,0,0,0.672989,0.672989,8
SIX3,,2,10000,False,1,T2D,0.751419,0.751419,0.751419,T2D,0,5,0,0,0,0.751419,0.751419,5
SIX5,,19,10000,False,1,AD,0.745273,0.745273,0.745273,AD,0,2,0.745273,0.745273,2,0,0,0
SLC12A8,,3,10000,False,1,T2D,0.573106,0.573106,0.573106,T2D,0,2,0,0,0,0.573106,0.573106,2
SLC16A11,,17,10000,False,1,T2D,0.652207,0.652207,0.652207,T2D,0,14,0,0,0,0.652207,0.652207,14
SLC16A13,,17,10000,False,1,T2D,0.652207,0.652207,0.652207,T2D,0,14,0,0,0,0.652207,0.652207,14
SLC17A1,,6,10000,False,1,T2D,0.613095,0.613095,0.613095,T2D,0,1,0,0,0,0.613095,0.613095,1
SLC17A3,,6,10000,False,1,T2D,0.597108,0.597108,0.597108,T2D,0,2,0,0,0,0.597108,0.597108,2
SLC1A2,,11,10000,False,1,T2D,0.530982,0.530982,0.530982,T2D,0,5,0,0,0,0.530982,0.530982,5
SLC22A3,,6,10000,False,1,T2D,0.553905,0.553905,0.553905,T2D,0,12,0,0,0,0.553905,0.553905,12
SLC24A4,,14,10000,False,1,AD,0.626068,0.626068,0.626068,AD,0,3,0.626068,0.626068,3,0,0,0
SLC26A1,,4,10000,False,1,AD,0.689034,0.689034,0.689034,AD,0,4,0.689034,0.689034,4,0,0,0
SLC26A5,,7,10000,False,1,T2D,0.646778,0.646778,0.646778,T2D,0,2,0,0,0,0.646778,0.646778,2
SLC2A2,,3,10000,False,1,T2D,0.644458,0.644458,0.644458,T2D,0,8,0,0,0,0.644458,0.644458,8
SLC30A8,,8,10000,False,1,T2D,0.673703,0.673703,0.673703,T2D,0,10,0,0,0,0.673703,0.673703,10
SLC35C1,,11,10000,False,1,T2D,0.4828,0.4828,0.4828,T2D,0,2,0,0,0,0.4828,0.4828,2
SLC39A13,,11,10000,False,1,AD,0.634388,0.634388,0.634388,AD,0,22,0.634388,0.634388,22,0,0,0
SLC43A3,,11,10000,False,1,T2D,0.663152,0.663152,0.663152,T2D,0,1,0,0,0,0.663152,0.663152,1
SLC44A4,,6,10000,False,1,T2D,0.634358,0.634358,0.634358,T2D,0,3,0,0,0,0.634358,0.634358,3
SLC52A2,,8,10000,False,1,T2D,0.735878,0.735878,0.735878,T2D,0,1,0,0,0,0.735878,0.735878,1
SLC9B2,,4,10000,False,1,T2D,0.59542,0.59542,0.59542,T2D,0,1,0,0,0,0.59542,0.59542,1
SLCO4A1,,20,10000,False,1,T2D,0.564604,0.564604,0.564604,T2D,0,4,0,0,0,0.564604,0.564604,4
SLCO6A1,,5,10000,False,1,T2D,0.600755,0.600755,0.600755,T2D,0,1,0,0,0,0.600755,0.600755,1
SLMO2,,20,10000,False,1,T2D,0.788056,0.788056,0.788056,T2D,0,1,0,0,0,0.788056,0.788056,1
SLX4,,16,10000,False,1,T2D,0.535859,0.535859,0.535859,T2D,0,6,0,0,0,0.535859,0.535859,6
SMARCC1,,3,10000,False,1,T2D,0.61668,0.61668,0.61668,T2D,0,2,0,0,0,0.61668,0.61668,2
SNAPC2,,19,10000,False,1,T2D,0.678731,0.678731,0.678731,T2D,0,6,0,0,0,0.678731,0.678731,6
