gene,gene_id,chromosome,gene_length,is_multi_disease,num_diseases,diseases,max_score,mean_score,weighted_score,top_disease,shared_snp_count,total_snp_count,AD_score,AD_score_raw,AD_snps,T2D_score,T2D_score_raw,T2D_snps
CSRNP3,,2,10000,False,1,T2D,0.563969,0.563969,0.563969,T2D,0,1,0,0,0,0.563969,0.563969,1
CSTF1,,20,10000,False,1,AD,0.653865,0.653865,0.653865,AD,0,9,0.653865,0.653865,9,0,0,0
CTB-129P6.11,,19,10000,False,1,AD,0.98234,0.98234,0.98234,AD,0,20,0.98234,0.98234,20,0,0,0
CTBP1,,4,10000,False,1,T2D,0.712598,0.712598,0.712598,T2D,0,9,0,0,0,0.712598,0.712598,9
CTC-236F12.4,,5,10000,False,1,T2D,0.567641,0.567641,0.567641,T2D,0,1,0,0,0,0.567641,0.567641,1
CTC-260F20.3,,19,10000,False,1,T2D,0.594793,0.594793,0.594793,T2D,0,2,0,0,0,0.594793,0.594793,2
CTC-512J12.6,,19,10000,False,1,AD,0.660022,0.660022,0.660022,AD,0,1,0.660022,0.660022,1,0,0,0
CTD-2021H9.3,,12,10000,False,1,T2D,0.659683,0.659683,0.659683,T2D,0,14,0,0,0,0.659683,0.659683,14
CTD-2370N5.3,,17,10000,False,1,T2D,0.652855,0.652855,0.652855,T2D,0,7,0,0,0,0.652855,0.652855,7
CTD-2561J22.3,,19,10000,False,1,T2D,0.666939,0.666939,0.666939,T2D,0,1,0,0,0,0.666939,0.666939,1
CTD-3105H18.14,,19,10000,False,1,T2D,0.611886,0.611886,0.611886,T2D,0,2,0,0,0,0.611886,0.611886,2
CTD-3105H18.16,,19,10000,False,1,T2D,0.611886,0.611886,0.611886,T2D,0,2,0,0,0,0.611886,0.611886,2
CTNNA3,,10,10000,False,1,T2D,0.609872,0.609872,0.609872,T2D,0,29,0,0,0,0.609872,0.609872,29
CTRB1,,16,10000,False,1,T2D,0.604983,0.604983,0.604983,T2D,0,15,0,0,0,0.604983,0.604983,15
CTRB2,,16,10000,False,1,T2D,0.607779,0.607779,0.607779,T2D,0,16,0,0,0,0.607779,0.607779,16
CTSB,,8,10000,False,1,AD,0.613506,0.613506,0.613506,AD,0,1,0.613506,0.613506,1,0,0,0
CTTNBP2,,7,10000,False,1,T2D,0.62645,0.62645,0.62645,T2D,0,7,0,0,0,0.62645,0.62645,7
CTXN1,,19,10000,False,1,T2D,0.675156,0.675156,0.675156,T2D,0,5,0,0,0,0.675156,0.675156,5
CUTA,,6,10000,False,1,T2D,0.611744,0.611744,0.611744,T2D,0,1,0,0,0,0.611744,0.611744,1
CUX1,,7,10000,False,1,T2D,0.658749,0.658749,0.658749,T2D,0,2,0,0,0,0.658749,0.658749,2
CUX2,,12,10000,False,1,T2D,0.642843,0.642843,0.642843,T2D,0,1,0,0,0,0.642843,0.642843,1
CWF19L1,,10,10000,False,1,T2D,0.548445,0.548445,0.548445,T2D,0,4,0,0,0,0.548445,0.548445,4
CXCL2,,4,10000,False,1,T2D,0.572009,0.572009,0.572009,T2D,0,1,0,0,0,0.572009,0.572009,1
CYB5D2,,17,10000,False,1,T2D,0.636643,0.636643,0.636643,T2D,0,2,0,0,0,0.636643,0.636643,2
CYC1,,8,10000,False,1,AD,0.743574,0.743574,0.743574,AD,0,2,0.743574,0.743574,2,0,0,0
CYP21A2,,6,10000,False,1,T2D,0.607103,0.607103,0.607103,T2D,0,2,0,0,0,0.607103,0.607103,2
DACT3,,19,10000,False,1,AD,0.656244,0.656244,0.656244,AD,0,1,0.656244,0.656244,1,0,0,0
DCAF12,,9,10000,False,1,T2D,0.540988,0.540988,0.540988,T2D,0,1,0,0,0,0.540988,0.540988,1
DCAF7,,17,10000,False,1,T2D,0.477656,0.477656,0.477656,T2D,0,1,0,0,0,0.477656,0.477656,1
DCK,,4,10000,False,1,T2D,0.612085,0.612085,0.612085,T2D,0,6,0,0,0,0.612085,0.612085,6
DDAH2,,6,10000,False,1,T2D,0.612047,0.612047,0.612047,T2D,0,7,0,0,0,0.612047,0.612047,7
DDX39B,,6,10000,False,1,T2D,0.624415,0.624415,0.624415,T2D,0,9,0,0,0,0.624415,0.624415,9
DEAF1,,11,10000,False,1,T2D,0.755598,0.755598,0.755598,T2D,0,1,0,0,0,0.755598,0.755598,1
DEDD,,1,10000,False,1,AD,0.487291,0.487291,0.487291,AD,0,4,0.487291,0.487291,4,0,0,0
DEGS1,,1,10000,False,1,T2D,0.542601,0.542601,0.542601,T2D,0,1,0,0,0,0.542601,0.542601,1
DENND5B,,12,10000,False,1,T2D,0.519338,0.519338,0.519338,T2D,0,1,0,0,0,0.519338,0.519338,1
DGAT1,,8,10000,False,1,T2D,0.652143,0.652143,0.652143,T2D,0,5,0,0,0,0.652143,0.652143,5
DGKB,,7,10000,False,1,T2D,0.598533,0.598533,0.598533,T2D,0,3,0,0,0,0.598533,0.598533,3
DGKD,,2,10000,False,1,T2D,0.612108,0.612108,0.612108,T2D,0,14,0,0,0,0.612108,0.612108,14
DGKQ,,4,10000,False,1,AD,0.689034,0.689034,0.689034,AD,0,4,0.689034,0.689034,4,0,0,0
DIAPH1,,5,10000,False,1,T2D,0.584007,0.584007,0.584007,T2D,0,1,0,0,0,0.584007,0.584007,1
DISP2,,15,10000,False,1,T2D,0.678992,0.678992,0.678992,T2D,0,3,0,0,0,0.678992,0.678992,3
DKFZP434A062,,9,10000,False,1,T2D,0.698103,0.698103,0.698103,T2D,0,5,0,0,0,0.698103,0.698103,5
DKFZP779L1853,,12,10000,False,1,T2D,0.486833,0.486833,0.486833,T2D,0,1,0,0,0,0.486833,0.486833,1
DLEU1,,13,10000,False,1,T2D,0.61155,0.61155,0.61155,T2D,0,14,0,0,0,0.61155,0.61155,14
DMPK,,19,10000,False,1,AD,0.745273,0.745273,0.745273,AD,0,2,0.745273,0.745273,2,0,0,0
DMRT2,,9,10000,False,1,T2D,0.48829,0.48829,0.48829,T2D,0,7,0,0,0,0.48829,0.48829,7
DMWD,,19,10000,False,1,AD,0.745273,0.745273,0.745273,AD,0,2,0.745273,0.745273,2,0,0,0
DNA2,,10,10000,False,1,T2D,0.693053,0.693053,0.693053,T2D,0,2,0,0,0,0.693053,0.693053,2
DNAJA4,,15,10000,False,1,T2D,0.487743,0.487743,0.487743,T2D,0,1,0,0,0,0.487743,0.487743,1
DNASE1,,16,10000,False,1,T2D,0.541788,0.541788,0.541788,T2D,0,4,0,0,0,0.541788,0.541788,4
DNLZ,,9,10000,False,1,T2D,0.6934,0.6934,0.6934,T2D,0,28,0,0,0,0.6934,0.6934,28
DOC2A,,16,10000,False,1,AD,0.655538,0.655538,0.655538,AD,0,14,0.655538,0.655538,14,0,0,0
DPCR1,,6,10000,False,1,T2D,0.611704,0.611704,0.611704,T2D,0,1,0,0,0,0.611704,0.611704,1
DPP10,,2,10000,False,1,T2D,0.577508,0.577508,0.577508,T2D,0,1,0,0,0,0.577508,0.577508,1
DRD4,,11,10000,False,1,T2D,0.755598,0.755598,0.755598,T2D,0,1,0,0,0,0.755598,0.755598,1
DSG2,,18,10000,False,1,AD,0.581296,0.581296,0.581296,AD,0,1,0.581296,0.581296,1,0,0,0
DTNBP1,,6,10000,False,1,T2D,0.557894,0.557894,0.557894,T2D,0,4,0,0,0,0.557894,0.557894,4
DTX2,,7,10000,False,1,T2D,0.522545,0.522545,0.522545,T2D,0,2,0,0,0,0.522545,0.522545,2
DYRK4,,12,10000,False,1,T2D,0.683564,0.683564,0.683564,T2D,0,3,0,0,0,0.683564,0.683564,3
E2F3,,6,10000,False,1,T2D,0.675552,0.675552,0.675552,T2D,0,12,0,0,0,0.675552,0.675552,12
ECT2L,,6,10000,False,1,T2D,0.494471,0.494471,0.494471,T2D,0,1,0,0,0,0.494471,0.494471,1
EGFL8,,6,10000,False,1,T2D,0.538208,0.538208,0.538208,T2D,0,1,0,0,0,0.538208,0.538208,1
EHBP1L1,,11,10000,False,1,T2D,0.500033,0.500033,0.500033,T2D,0,15,0,0,0,0.500033,0.500033,15
EHHADH,,3,10000,False,1,T2D,0.580795,0.580795,0.580795,T2D,0,1,0,0,0,0.580795,0.580795,1
EHMT2,,6,10000,False,1,T2D,0.634358,0.634358,0.634358,T2D,0,3,0,0,0,0.634358,0.634358,3
EIF2B4,,2,10000,False,1,T2D,0.629321,0.629321,0.629321,T2D,0,1,0,0,0,0.629321,0.629321,1
EIF2S2,,20,10000,False,1,T2D,0.516394,0.516394,0.516394,T2D,0,1,0,0,0,0.516394,0.516394,1
EIF5A2,,3,10000,False,1,T2D,0.660607,0.660607,0.660607,T2D,0,15,0,0,0,0.660607,0.660607,15
EMCN,,4,10000,False,1,T2D,0.584767,0.584767,0.584767,T2D,0,1,0,0,0,0.584767,0.584767,1
EML2,,19,10000,True,2,"AD,T2D",0.710394,0.695144,0.695807,T2D,0,46,0.679894,0.679894,22,0.710394,0.710394,24
ENPP3,,6,10000,False,1,T2D,0.524564,0.524564,0.524564,T2D,0,6,0,0,0,0.524564,0.524564,6
ENTPD2,,9,10000,False,1,T2D,0.481018,0.481018,0.481018,T2D,0,3,0,0,0,0.481018,0.481018,3
EPB41,,1,10000,False,1,T2D,0.639225,0.639225,0.639225,T2D,0,1,0,0,0,0.639225,0.639225,1
EPC2,,2,10000,False,1,T2D,0.516985,0.516985,0.516985,T2D,0,2,0,0,0,0.516985,0.516985,2
EPDR1,,7,10000,False,1,AD,0.547314,0.547314,0.547314,AD,0,2,0.547314,0.547314,2,0,0,0
EPHA1,,7,10000,False,1,AD,0.742083,0.742083,0.742083,AD,0,12,0.742083,0.742083,12,0,0,0
ERBB4,,2,10000,False,1,T2D,0.50094,0.50094,0.50094,T2D,0,8,0,0,0,0.50094,0.50094,8
ERCC1,,19,10000,False,1,AD,0.673373,0.673373,0.673373,AD,0,3,0.673373,0.673373,3,0,0,0
ERCC2,,19,10000,False,1,AD,0.679489,0.679489,0.679489,AD,0,4,0.679489,0.679489,4,0,0,0
ERLIN1,,10,10000,False,1,T2D,0.573767,0.573767,0.573767,T2D,0,3,0,0,0,0.573767,0.573767,3
ETHE1,,19,10000,False,1,AD,0.629887,0.629887,0.629887,AD,0,10,0.629887,0.629887,10,0,0,0
ETS1,,11,10000,False,1,T2D,0.595299,0.595299,0.595299,T2D,0,5,0,0,0,0.595299,0.595299,5
EVI2A,,17,10000,False,1,T2D,0.652855,0.652855,0.652855,T2D,0,7,0,0,0,0.652855,0.652855,7
EVI2B,,17,10000,False,1,T2D,0.652855,0.652855,0.652855,T2D,0,7,0,0,0,0.652855,0.652855,7
EXD3,,9,10000,False,1,T2D,0.534987,0.534987,0.534987,T2D,0,2,0,0,0,0.534987,0.534987,2
EXOC3L2,,19,10000,False,1,AD,0.631353,0.631353,0.631353,AD,0,17,0.631353,0.631353,17,0,0,0
EXOC6,,10,10000,False,1,T2D,0.606308,0.606308,0.606308,T2D,0,3,0,0,0,0.606308,0.606308,3
EXOSC4,,8,10000,False,1,AD,0.677439,0.677439,0.677439,AD,0,2,0.677439,0.677439,2,0,0,0
EYA2,,20,10000,False,1,T2D,0.638175,0.638175,0.638175,T2D,0,15,0,0,0,0.638175,0.638175,15
EZH1,,17,10000,False,1,T2D,0.505261,0.505261,0.505261,T2D,0,2,0,0,0,0.505261,0.505261,2
F2,,11,10000,False,1,T2D,0.492321,0.492321,0.492321,T2D,0,2,0,0,0,0.492321,0.492321,2
FADS1,,11,10000,False,1,T2D,0.495349,0.495349,0.495349,T2D,0,1,0,0,0,0.495349,0.495349,1
FADS2,,11,10000,False,1,T2D,0.495349,0.495349,0.495349,T2D,0,1,0,0,0,0.495349,0.495349,1
FAF1,,1,10000,False,1,T2D,0.639298,0.639298,0.639298,T2D,0,71,0,0,0,0.639298,0.639298,71
FAIM2,,12,10000,False,1,T2D,0.623851,0.623851,0.623851,T2D,0,10,0,0,0,0.623851,0.623851,10
FAM101A,,12,10000,False,1,T2D,0.647814,0.647814,0.647814,T2D,0,8,0,0,0,0.647814,0.647814,8
FAM105B,,5,10000,False,1,T2D,0.544601,0.544601,0.544601,T2D,0,4,0,0,0,0.544601,0.544601,4
FAM134C,,17,10000,False,1,T2D,0.595441,0.595441,0.595441,T2D,0,2,0,0,0,0.595441,0.595441,2
FAM13A,,4,10000,False,1,T2D,0.653642,0.653642,0.653642,T2D,0,1,0,0,0,0.653642,0.653642,1
FAM171A2,,17,10000,False,1,AD,0.759122,0.759122,0.759122,AD,0,1,0.759122,0.759122,1,0,0,0
FAM185A,,7,10000,False,1,T2D,0.737065,0.737065,0.737065,T2D,0,21,0,0,0,0.737065,0.737065,21
FAM212A,,3,10000,False,1,T2D,0.53936,0.53936,0.53936,T2D,0,1,0,0,0,0.53936,0.53936,1
FAM26F,,6,10000,False,1,T2D,0.517851,0.517851,0.517851,T2D,0,1,0,0,0,0.517851,0.517851,1
FAM57B,,16,10000,False,1,AD,0.655538,0.655538,0.655538,AD,0,18,0.655538,0.655538,18,0,0,0
FAM60A,,12,10000,False,1,T2D,0.692091,0.692091,0.692091,T2D,0,4,0,0,0,0.692091,0.692091,4
FAM63B,,15,10000,False,1,AD,0.617401,0.617401,0.617401,AD,0,16,0.617401,0.617401,16,0,0,0
FAM89B,,11,10000,False,1,T2D,0.500033,0.500033,0.500033,T2D,0,15,0,0,0,0.500033,0.500033,15
FBXL13,,7,10000,False,1,T2D,0.639987,0.639987,0.639987,T2D,0,6,0,0,0,0.639987,0.639987,6
FBXL6,,8,10000,False,1,T2D,0.735878,0.735878,0.735878,T2D,0,1,0,0,0,0.735878,0.735878,1
FBXO33,,14,10000,False,1,AD,0.605856,0.605856,0.605856,AD,0,1,0.605856,0.605856,1,0,0,0
FBXO46,,19,10000,True,2,"AD,T2D",0.725055,0.702802,0.68945,T2D,0,5,0.680548,0.680548,4,0.725055,0.725055,1
FBXW7,,4,10000,False,1,T2D,0.599124,0.599124,0.599124,T2D,0,8,0,0,0,0.599124,0.599124,8
FCER1G,,1,10000,False,1,AD,0.584686,0.584686,0.584686,AD,0,2,0.584686,0.584686,2,0,0,0
FDFT1,,8,10000,False,1,AD,0.597681,0.597681,0.597681,AD,0,2,0.597681,0.597681,2,0,0,0
FEN1,,11,10000,False,1,T2D,0.495349,0.495349,0.495349,T2D,0,1,0,0,0,0.495349,0.495349,1
FERMT2,,14,10000,False,1,AD,0.557407,0.557407,0.557407,AD,0,6,0.557407,0.557407,6,0,0,0
FGF2,,4,10000,False,1,T2D,0.510105,0.510105,0.510105,T2D,0,2,0,0,0,0.510105,0.510105,2
FGF23,,12,10000,False,1,T2D,0.821536,0.821536,0.821536,T2D,0,1,0,0,0,0.821536,0.821536,1
FGF6,,12,10000,False,1,T2D,0.72809,0.72809,0.72809,T2D,0,2,0,0,0,0.72809,0.72809,2
FGFBP3,,10,10000,False,1,T2D,0.578489,0.578489,0.578489,T2D,0,4,0,0,0,0.578489,0.578489,4
FGFR1,,8,10000,False,1,T2D,0.530399,0.530399,0.530399,T2D,0,1,0,0,0,0.530399,0.530399,1
FGFR3,,4,10000,False,1,T2D,0.601222,0.601222,0.601222,T2D,0,6,0,0,0,0.601222,0.601222,6
FGFR4,,5,10000,False,1,T2D,0.782807,0.782807,0.782807,T2D,0,8,0,0,0,0.782807,0.782807,8
FGFRL1,,4,10000,False,1,AD,0.735881,0.735881,0.735881,AD,0,1,0.735881,0.735881,1,0,0,0
FILIP1,,6,10000,False,1,T2D,0.499443,0.499443,0.499443,T2D,0,1,0,0,0,0.499443,0.499443,1
FITM2,,20,10000,False,1,T2D,0.617862,0.617862,0.617862,T2D,0,11,0,0,0,0.617862,0.617862,11
FKBPL,,6,10000,False,1,T2D,0.617409,0.617409,0.617409,T2D,0,2,0,0,0,0.617409,0.617409,2
FLJ27365,,22,10000,False,1,T2D,0.491442,0.491442,0.491442,T2D,0,1,0,0,0,0.491442,0.491442,1
FNDC4,,2,10000,False,1,T2D,0.705321,0.705321,0.705321,T2D,0,2,0,0,0,0.705321,0.705321,2
FOSB,,19,10000,False,1,AD,0.673373,0.673373,0.673373,AD,0,3,0.673373,0.673373,3,0,0,0
FOXA3,,19,10000,False,1,AD,0.625604,0.625604,0.625604,AD,0,2,0.625604,0.625604,2,0,0,0
FRAT1,,10,10000,False,1,T2D,0.614004,0.614004,0.614004,T2D,0,23,0,0,0,0.614004,0.614004,23
FRAT2,,10,10000,False,1,T2D,0.613531,0.613531,0.613531,T2D,0,16,0,0,0,0.613531,0.613531,16
FSCN3,,7,10000,False,1,T2D,0.829537,0.829537,0.829537,T2D,0,7,0,0,0,0.829537,0.829537,7
FTO,,16,10000,False,1,T2D,0.68528,0.68528,0.68528,T2D,0,92,0,0,0,0.68528,0.68528,92
FUT7,,9,10000,False,1,T2D,0.483465,0.483465,0.483465,T2D,0,8,0,0,0,0.483465,0.483465,8
FZD9,,7,10000,False,1,T2D,0.533099,0.533099,0.533099,T2D,0,1,0,0,0,0.533099,0.533099,1
GABBR1,,6,10000,False,1,T2D,0.568683,0.568683,0.568683,T2D,0,2,0,0,0,0.568683,0.568683,2
GABBR2,,9,10000,False,1,T2D,0.535329,0.535329,0.535329,T2D,0,2,0,0,0,0.535329,0.535329,2
GALNT12,,9,10000,False,1,T2D,0.561085,0.561085,0.561085,T2D,0,2,0,0,0,0.561085,0.561085,2
GALNT16,,14,10000,False,1,T2D,0.534729,0.534729,0.534729,T2D,0,5,0,0,0,0.534729,0.534729,5
GALNT18,,11,10000,False,1,T2D,0.638594,0.638594,0.638594,T2D,0,1,0,0,0,0.638594,0.638594,1
GATAD2A,,19,10000,False,1,T2D,0.552666,0.552666,0.552666,T2D,0,6,0,0,0,0.552666,0.552666,6
GCC1,,7,10000,False,1,T2D,0.829537,0.829537,0.829537,T2D,0,6,0,0,0,0.829537,0.829537,6
GCK,,7,10000,False,1,T2D,0.686526,0.686526,0.686526,T2D,0,30,0,0,0,0.686526,0.686526,30
GCKR,,2,10000,False,1,T2D,0.706873,0.706873,0.706873,T2D,0,12,0,0,0,0.706873,0.706873,12
GCN1L1,,12,10000,False,1,T2D,0.612158,0.612158,0.612158,T2D,0,1,0,0,0,0.612158,0.612158,1
GDAP1,,8,10000,False,1,T2D,0.574339,0.574339,0.574339,T2D,0,2,0,0,0,0.574339,0.574339,2
GDAP1L1,,20,10000,False,1,T2D,0.618205,0.618205,0.618205,T2D,0,6,0,0,0,0.618205,0.618205,6
GEMIN7,,19,10000,False,1,AD,0.742881,0.742881,0.742881,AD,0,6,0.742881,0.742881,6,0,0,0
GGNBP1,,6,10000,False,1,T2D,0.619505,0.619505,0.619505,T2D,0,13,0,0,0,0.619505,0.619505,13
GIN1,,5,10000,False,1,T2D,0.600967,0.600967,0.600967,T2D,0,2,0,0,0,0.600967,0.600967,2
GINS4,,8,10000,False,1,T2D,0.55971,0.55971,0.55971,T2D,0,1,0,0,0,0.55971,0.55971,1
GIP,,17,10000,False,1,T2D,0.55813,0.55813,0.55813,T2D,0,1,0,0,0,0.55813,0.55813,1
GIPR,,19,10000,True,2,"AD,T2D",0.726846,0.699672,0.718694,T2D,0,40,0.672499,0.672499,6,0.726846,0.726846,34
GLIS3,,9,10000,False,1,T2D,0.762062,0.762062,0.762062,T2D,0,6,0,0,0,0.762062,0.762062,6
GLP1R,,6,10000,False,1,T2D,0.733062,0.733062,0.733062,T2D,0,10,0,0,0,0.733062,0.733062,10
GLP2R,,17,10000,False,1,T2D,0.523083,0.523083,0.523083,T2D,0,1,0,0,0,0.523083,0.523083,1
GLRX,,5,10000,False,1,T2D,0.611076,0.611076,0.611076,T2D,0,1,0,0,0,0.611076,0.611076,1
GMPPB,,3,10000,False,1,T2D,0.525973,0.525973,0.525973,T2D,0,1,0,0,0,0.525973,0.525973,1
GNG8,,19,10000,False,1,AD,0.656244,0.656244,0.656244,AD,0,2,0.656244,0.656244,2,0,0,0
GNGT2,,17,10000,False,1,AD,0.696586,0.696586,0.696586,AD,0,1,0.696586,0.696586,1,0,0,0
GNL1,,6,10000,False,1,T2D,0.609718,0.609718,0.609718,T2D,0,1,0,0,0,0.609718,0.609718,1
GP2,,16,10000,False,1,T2D,0.708502,0.708502,0.708502,T2D,0,6,0,0,0,0.708502,0.708502,6
GPAA1,,8,10000,False,1,AD,0.719481,0.719481,0.719481,AD,0,3,0.719481,0.719481,3,0,0,0
GPANK1,,6,10000,False,1,T2D,0.625107,0.625107,0.625107,T2D,0,19,0,0,0,0.625107,0.625107,19
GPBP1L1,,1,10000,False,1,T2D,0.503309,0.503309,0.503309,T2D,0,2,0,0,0,0.503309,0.503309,2
GPR141,,7,10000,False,1,AD,0.547314,0.547314,0.547314,AD,0,2,0.547314,0.547314,2,0,0,0
GPR4,,19,10000,False,1,AD,0.679894,0.679894,0.679894,AD,0,12,0.679894,0.679894,12,0,0,0
GPRC6A,,6,10000,False,1,T2D,0.553619,0.553619,0.553619,T2D,0,2,0,0,0,0.553619,0.553619,2
GPSM1,,9,10000,False,1,T2D,0.693038,0.693038,0.693038,T2D,0,26,0,0,0,0.693038,0.693038,26
GPSM3,,6,10000,False,1,T2D,0.586522,0.586522,0.586522,T2D,0,7,0,0,0,0.586522,0.586522,7
GPX4,,19,10000,False,1,AD,0.608241,0.608241,0.608241,AD,0,1,0.608241,0.608241,1,0,0,0
GPX5,,6,10000,False,1,T2D,0.74605,0.74605,0.74605,T2D,0,1,0,0,0,0.74605,0.74605,1
GPX6,,6,10000,False,1,T2D,0.74605,0.74605,0.74605,T2D,0,1,0,0,0,0.74605,0.74605,1
GRB14,,2,10000,False,1,T2D,0.694594,0.694594,0.694594,T2D,0,1,0,0,0,0.694594,0.694594,1
GRM8,,7,10000,False,1,T2D,0.724713,0.724713,0.724713,T2D,0,2,0,0,0,0.724713,0.724713,2
GRN,,17,10000,False,1,AD,0.759122,0.759122,0.759122,AD,0,1,0.759122,0.759122,1,0,0,0
GRP,,18,10000,False,1,T2D,0.486109,0.486109,0.486109,T2D,0,8,0,0,0,0.486109,0.486109,8
GS1-393G12.13,,8,10000,False,1,T2D,0.735878,0.735878,0.735878,T2D,0,1,0,0,0,0.735878,0.735878,1
GTF2H4,,6,10000,False,1,T2D,0.603344,0.603344,0.603344,T2D,0,1,0,0,0,0.603344,0.603344,1
GTF2I,,7,10000,False,1,T2D,0.576998,0.576998,0.576998,T2D,0,2,0,0,0,0.576998,0.576998,2
GTF3C2,,2,10000,False,1,T2D,0.629321,0.629321,0.629321,T2D,0,1,0,0,0,0.629321,0.629321,1
GTSF1L,,20,10000,False,1,T2D,0.69377,0.69377,0.69377,T2D,0,2,0,0,0,0.69377,0.69377,2
H3F3C,,12,10000,False,1,T2D,0.635832,0.635832,0.635832,T2D,0,1,0,0,0,0.635832,0.635832,1
HAPLN4,,19,10000,False,1,T2D,0.63799,0.63799,0.63799,T2D,0,2,0,0,0,0.63799,0.63799,2
HARBI1,,11,10000,False,1,T2D,0.480797,0.480797,0.480797,T2D,0,1,0,0,0,0.480797,0.480797,1
HCAR1,,12,10000,False,1,T2D,0.485198,0.485198,0.485198,T2D,0,1,0,0,0,0.485198,0.485198,1
HCAR2,,12,10000,False,1,T2D,0.485198,0.485198,0.485198,T2D,0,1,0,0,0,0.485198,0.485198,1
HCAR3,,12,10000,False,1,T2D,0.485198,0.485198,0.485198,T2D,0,1,0,0,0,0.485198,0.485198,1
HCG27,,6,10000,False,1,T2D,0.546527,0.546527,0.546527,T2D,0,1,0,0,0,0.546527,0.546527,1
HECTD4,,12,10000,False,1,T2D,0.590413,0.590413,0.590413,T2D,0,2,0,0,0,0.590413,0.590413,2
HECW2,,2,10000,False,1,T2D,0.642443,0.642443,0.642443,T2D,0,1,0,0,0,0.642443,0.642443,1
HERC1,,15,10000,False,1,T2D,0.556381,0.556381,0.556381,T2D,0,2,0,0,0,0.556381,0.556381,2
HERC2,,15,10000,False,1,T2D,0.493633,0.493633,0.493633,T2D,0,2,0,0,0,0.493633,0.493633,2
HESX1,,3,10000,False,1,AD,0.658897,0.658897,0.658897,AD,0,1,0.658897,0.658897,1,0,0,0
HEYL,,1,10000,False,1,T2D,0.589262,0.589262,0.589262,T2D,0,1,0,0,0,0.589262,0.589262,1
HFE,,6,10000,False,1,T2D,0.573579,0.573579,0.573579,T2D,0,1,0,0,0,0.573579,0.573579,1
HHEX,,10,10000,False,1,T2D,0.677288,0.677288,0.677288,T2D,0,35,0,0,0,0.677288,0.677288,35
HIF3A,,19,10000,False,1,AD,0.730433,0.730433,0.730433,AD,0,6,0.730433,0.730433,6,0,0,0
HIP1,,7,10000,False,1,T2D,0.516623,0.516623,0.516623,T2D,0,3,0,0,0,0.516623,0.516623,3
HIPK1,,1,10000,False,1,T2D,0.54423,0.54423,0.54423,T2D,0,2,0,0,0,0.54423,0.54423,2
HIRIP3,,16,10000,False,1,AD,0.655538,0.655538,0.655538,AD,0,6,0.655538,0.655538,6,0,0,0
HIST1H1B,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H1T,,6,10000,False,1,T2D,0.578425,0.578425,0.578425,T2D,0,2,0,0,0,0.578425,0.578425,2
HIST1H2AA,,6,10000,False,1,T2D,0.55602,0.55602,0.55602,T2D,0,1,0,0,0,0.55602,0.55602,1
HIST1H2AC,,6,10000,False,1,T2D,0.578425,0.578425,0.578425,T2D,0,2,0,0,0,0.578425,0.578425,2
HIST1H2AI,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H2AJ,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H2AK,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H2AL,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H2BA,,6,10000,False,1,T2D,0.55602,0.55602,0.55602,T2D,0,1,0,0,0,0.55602,0.55602,1
HIST1H2BC,,6,10000,False,1,T2D,0.578425,0.578425,0.578425,T2D,0,2,0,0,0,0.578425,0.578425,2
HIST1H2BL,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H2BM,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H2BN,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,2,0,0,0,0.632169,0.632169,2
HIST1H3H,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H3I,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H4C,,6,10000,False,1,T2D,0.578425,0.578425,0.578425,T2D,0,2,0,0,0,0.578425,0.578425,2
HIST1H4J,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H4K,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIST1H4L,,6,10000,False,1,T2D,0.632169,0.632169,0.632169,T2D,0,1,0,0,0,0.632169,0.632169,1
HIVEP2,,6,10000,False,1,T2D,0.526341,0.526341,0.526341,T2D,0,24,0,0,0,0.526341,0.526341,24
HK1,,10,10000,False,1,T2D,0.702856,0.702856,0.702856,T2D,0,3,0,0,0,0.702856,0.702856,3
HKDC1,,10,10000,False,1,T2D,0.737549,0.737549,0.737549,T2D,0,2,0,0,0,0.737549,0.737549,2
HLA-A,,6,10000,False,1,T2D,0.515348,0.515348,0.515348,T2D,0,3,0,0,0,0.515348,0.515348,3
